Date,User,Tweets
2022-05-15 08:09:20+00:00,ImranKhanPTI,My warm felicitations to Sheikh Mohammed bin Zayed al Nahyan on being elected President of UAE. It is his vision that is already transforming UAE into a leading economic &amp; political player on the global stage. As PM I saw first hand his brotherly affection for Pakistan.
2022-05-14 07:33:23+00:00,ImranKhanPTI,"Our govt never stopped any of their jalsas, sit-ins, rallies bec we are committed to democracy. I will be in Sialkot today &amp; I am calling on all our ppl to come out &amp; protest in their areas/cities after Isha prayers against this fascist Imported govt. #SialkotFightsBack"
2022-05-14 07:33:22+00:00,ImranKhanPTI,"when they are in power - storming of SC, Model Town murders, bribing judges, NS trying to declare himself Amir ul Momineen. They use &amp; abuse democracy when in opposition &amp; totally destroy all democratic norms when in power. But ppl have now risen ag them. #امپورٹڈ__حکومت__نامنظور"
2022-05-14 07:33:21+00:00,ImranKhanPTI,"I will be going to Sialkot today, let there be no doubt. What Imported Govt did in Sialkot against our ldrship &amp; workers is outrageous, but not unexpected. This bunch of criminals out on bail &amp; their convict mafia boss in London have always used fascist tactics against opponents"
2022-05-13 12:28:09+00:00,ImranKhanPTI,Truly saddened to learn of the passing of Sheikh Khalifa bin Zayed Al Nahyan President of the UAE &amp; Ruler of Abu Dhabi. He was a great friend of Pakistan &amp; a visionary leader of his people. My heartfelt condolences &amp; prayers go to the Royal family &amp; the Emirati people.
2022-05-13 07:53:27+00:00,ImranKhanPTI,"Market awaiting policy &amp; action, which Imported Govt has failed to provide. Both myself &amp; Shaukat Tareen had warned the ""Neutrals"" that if conspiracy succeeded our fragile economic recovery would go into a tailspin. That is what has now happened. #امپورٹڈ__حکومت__نامنظور"
2022-05-13 07:53:26+00:00,ImranKhanPTI,"Rupee at all time low Rs193/$ (from Rs178/ on 8March); Interest rates at 15% highest since 1998; stock market down 3,000 pts or 6.4%; stock market lost Rs604 billion capitalisation; Inflation 13.4% highest since Jan 2020. Reflects lowest ever confidence in Imported government."
2022-05-09 12:35:53+00:00,ImranKhanPTI,Saddened to learn of the passing of Dr Rizwan one of the most upright &amp; courageous oficers who withstood pressure while investigation &amp; preparing the Rs 16 bn money laundering case against Crime Minister SS. My condolences &amp; prayers go to his family.
2022-05-03 03:29:48+00:00,ImranKhanPTI,"Eid Mubarak to Pakistanis both here and abroad. InshaAllah, next Eid we will be on the road to Haqeeqi Azadi."
2022-05-02 11:15:09+00:00,ImranKhanPTI,"My question for the Biden Administration: By indulging in a regime change conspiracy to remove a democratically elected PM of a country of over 220 mn people to bring in a puppet PM, do you think you have lessened or increased anti-American sentiment in Pakistan?"
2022-05-02 11:11:50+00:00,ImranKhanPTI,"After this reaffirmation of US regime change conspiracy that was evident from the cipher message sent by our Envoy in Washington conveying State Dept Lu's threat, it is surely duty of CJP to form Commission to hold public hearings on who all were involved here in this conspiracy."
2022-05-02 11:11:49+00:00,ImranKhanPTI,"a PM who will be obedient to US demands;who will not sign agreements with Russia &amp; who will downgrade our strategic r'ship with China. If a PM asserts Pak's sovereignty &amp; an indep foreign policy he will be removed &amp; a subservient, crooked PM like Shahbaz Sharif will be brought in"
2022-05-01 08:07:44+00:00,ImranKhanPTI,We remain committed to building Pakistan into a welfare state where the rights &amp; welfare of our workers &amp; farmers are protected &amp; enhanced.
2022-05-01 08:07:43+00:00,ImranKhanPTI,"On International Labour Day I reiterate PTI's commitment to work for betterment of our workers who are the backbone of our economy. We had introduced Health Card, Panagahs, the No one shd go hungry prog, Langarkhanas &amp; Ehsaas prog esp to alleviate pandemic fallout on our poor."
2022-04-29 07:35:55+00:00,ImranKhanPTI,"Today, Al Quds Day, we express solidarity with the Palestinian ppl against the violence &amp; oppression by occupation Israeli forces.Every Ramazan we witness condemnable attacks by Israeli forces against worshippers in Al Aqsa mosque, the third holiest site for Muslims, in Al Quds."
2022-04-28 15:01:07+00:00,ImranKhanPTI,Pakistan was created on 27th Ramazan 14th August 1947. Today on 27th Ramazan I will be offering Dua at 10.00 pm with Maulana Tariq Jameel for the success of our Movement for Haqeeqi Democracy &amp; the sovereignty of our beloved Pakistan. #MarchAgainstImportedGovt
2022-04-26 14:39:34+00:00,ImranKhanPTI,Strongly condemn the terrorist attack targeting Chinese teachers of Karachi University. This is yet another attack with a specific agenda of trying to undermine Pak-China strategic r'ship. We must ensure defeat of this foreign-backed agenda of our enemies.
2022-04-24 19:49:57+00:00,ImranKhanPTI,I want to thank all our social media warriors who have valiantly taken our fight against US regime change conspiracy forward on all social media platforms.Continue carrying on our movement for Pak's sovereignty &amp; democracy. You are our frontline warriors.#MarchAgainstImportedGovt
2022-04-17 11:23:40+00:00,ImranKhanPTI,"What happened in Punjab Assembly was condemnable &amp; against all democratic norms &amp; constitutional provisions. No one was in the Chair conducting the supposed elections - a total violation of all norms. We reject this sham mafia-captured ""elections"". #امپورٹڈ_حکومت_نامنظور"
2022-04-17 11:08:45+00:00,ImranKhanPTI,Thank you Karachi for your momentous &amp; passionate support for our jalsa last night. This is our fight for democracy &amp; the sovereignty of Pakistan &amp; against a US-initiated regime change conspiracy abetted by local abettors &amp; corrupt political mafia.  #امپورٹڈ_حکومت_نامنظور
2022-04-17 08:57:43+00:00,ImranKhanPTI,Wishing all our Christian citizens a happy Easter.
2022-04-15 18:28:47+00:00,ImranKhanPTI,"I salute our brave soldiers, seven of whom were martyred fighting a terrorist ambush in North Waziristan district. Our soldiers have been laying down their lives to keep our country safe from terrorists &amp; our entire nation stands with these brave men."
2022-04-15 16:00:01+00:00,ImranKhanPTI,"Deeply saddened on hearing of the passing of Mohtarma Bilquis Edhi. Her quiet, selfless work for the poor, the homeless, especially the orphans &amp; abandoned children, made her a role model and a symbol of hope. My prayers &amp; condolences go to her family."
2022-04-15 10:38:52+00:00,ImranKhanPTI,"My request to all those attending our jalsa in Karachi is to carry our Pakistan flag as this is now a fight for Pakistan's sovereignty &amp; haqeeqi (real) democracy, &amp; against US-instigated regime change, supported by local Mir Jafars. #امپورٹڈ_حکومت_نامنظور"
2022-04-14 10:59:02+00:00,ImranKhanPTI,"Want to appreciate our 123 MNAs as their resignations have been accepted by Speaker Qasim Suri. Their standing firm for a sovereign Pak &amp; against US-initiated regime change bringing to power criminals, convicted &amp; on bail - the ultimate insult to any self respecting indep nation."
2022-04-14 10:41:57+00:00,ImranKhanPTI,"Want to thank all those who came to our jalsa in Peshawar making it a mammoth &amp; historic jalsa. The passion &amp; commitment crowd showed in support of an indep sovereign Pak &amp; their total rejection of US-initiated regime change bringing to power criminals, shows where nation stands."
2022-04-11 17:28:10+00:00,ImranKhanPTI,"We are demanding immediate elections as that is the only way forward -- to let the people decide, through fair &amp; free elections, whom they want as their prime minister."
2022-04-11 17:28:09+00:00,ImranKhanPTI,"On Wednesday I will be holding a jalsa in Peshawar after Isha - my first jalsa after being removed through a foreign- instigated regime change. I want all our people to come, as Pakistan was created as an independent, sovereign state not as a puppet state of foreign powers."
2022-04-10 18:22:29+00:00,ImranKhanPTI,Thank you to all Pakistanis for their amazing outpouring of support &amp; emotions to protest against US-backed regime change abetted by local Mir Jafars to bring into power a coterie of pliable crooks all out on bail. Shows Pakistanis at home &amp; abroad have emphatically rejected this
2022-04-10 11:04:54+00:00,ImranKhanPTI,Pakistan became an independent state in 1947; but the freedom struggle begins again today against a foreign conspiracy of regime change. It is always the people of the country who defend their sovereignty &amp; democracy.
2022-04-09 16:48:41+00:00,ImranKhanPTI,"Congratulations to the NCA, Strategic Commissions and Strategic Forces for
the successful launch of Shaheen-Ill. 
We are proud to have a professional and dedicated team of scientists, engineers and technicians who made this test a success. 
Pakistan Zindabad."
2022-04-07 17:49:29+00:00,ImranKhanPTI,I have called a cabinet mtg tomorrow as well as our parl party mtg; &amp; tomorrow evening I will address the nation. My message to our nation is I have always &amp; will continue to fight for Pak till the last ball.
2022-04-06 05:34:48+00:00,ImranKhanPTI,The people are always the strongest defenders of a country's sovereignty &amp; democracy. It is the people who must come out &amp; defend against this latest &amp; biggest assault on Pakistan's sovereignty &amp; democracy by a foreign power thru local collaborators -- our Mir Jafars &amp; Mir Sadiqs
2022-04-03 14:28:20+00:00,ImranKhanPTI,Isn't it better for PDM to accept elections rather than being part of a foreign conspiracy for regime change; and indulging in blatant purchasing of loyalties thereby destroying our nation's moral fibre?
2022-04-03 14:28:19+00:00,ImranKhanPTI,Astonished by reaction of PDM to our calling for general elections. They have been crying hoarse abt how our govt has failed &amp; lost support of the ppl so why the fear of elections now? Democrats go to the ppl for support.
2022-04-02 17:10:05+00:00,ImranKhanPTI,"In Karbala, facing an enemy that far outnumbered them, Imam Hussain AS, his family &amp; followers laid down their lives to show people the difference between Haq (right/truth) &amp; Baatil (falsehood). Today, we are fighting for truth &amp; patriotism against falsehood &amp; treason."
2022-04-02 13:49:16+00:00,ImranKhanPTI,"All PTI MPAs in Punjab must ensure they vote for Ch Pervez Elahi in the CM Punjab election tomorrow. Any PTI MPA  going against party direction, including abstaining from vote, will be disqualified and will face strict disciplinary action."
2022-04-01 05:09:48+00:00,ImranKhanPTI,Congratulations to CM @IMMahmoodKhan &amp; our PTI team for their overwhelming success in Phase 2 of  KP LG polls. Ppl of KP have emphatically rejected the traitors who sold out to foreign masters. This is an early warning to all traitors of what awaits them in their constituencies.
2022-03-31 06:48:25+00:00,ImranKhanPTI,"Today, as NCOC closes down, I want to congratulate the NCOC team &amp; it's ldership for a professional, nationally-coordinated response to the pandemic. As a result our Covid response was recognised by int agenciies &amp; people in the field as one of the most successful globally."
2022-03-28 05:47:22+00:00,ImranKhanPTI,"Saddened to learn of the passing of Raja Mussaddiq Khan, founder member of PTI AJK. He was one of those overseas Pakistanis who joined PTI when I was in political wilderness. My condolences &amp; prayers go to his family."
2022-03-27 17:48:26+00:00,ImranKhanPTI,"I want to thank everyone who attended our jalsa today, especially our women, from across Pak, making it the biggest ever jalsa in the capital. Thank you also to all those who were unable to get into the jalsagah &amp; were stuck on the roads; &amp; my thanks to all our organisers."
2022-03-24 06:37:47+00:00,ImranKhanPTI,"As CFM Chair, 🇵🇰 will promote partnerships for unity, justice and development to strengthen the voice of the Ummah globally."
2022-03-24 06:37:46+00:00,ImranKhanPTI,I congratulate the nation on the successful OIC-CFM hosted by 🇵🇰. Unity of Ummah reflected in agreement over broad range of actions on: advancing just causes of Kashmir &amp; Palestine; Afghanistan's humanitarian crisis; combating Islamophobia &amp; plight of Muslims.
2022-03-23 09:25:49+00:00,ImranKhanPTI,23 March: Today we commemorate the Resolution for the founding of a separate homeland for the Muslims of the subcontinent - our beloved homeland Pakistan. My Party &amp; govt are committed to carry forward the vision of our Quaid Jinnah for a just society &amp; a sovereign welfare state.
2022-03-21 13:41:12+00:00,ImranKhanPTI,Deeply saddened by the tragic loss of lives in the passenger plane crash in China. We share the grief of our Chinese brothers and sisters and convey our deepest condolences and sympathies with the bereaved families.
2022-03-20 17:34:12+00:00,ImranKhanPTI,"I warmly welcome Foreign Ministers &amp; delegations from OIC mbr states, observers, partners &amp; intl orgs to #48OICCFM in Islamabad. Under overarching theme of ‘Unity, Justice &amp; Development’, OIC-CFM will have wide-ranging deliberations. People of 🇵🇰 are honoured with your presence."
2022-03-20 10:25:24+00:00,ImranKhanPTI,RD will potentially be the largest gold &amp; copper mine in the world. It will liberate us from crippling debt &amp; usher in a new era of development &amp; prosperity.
2022-03-20 10:25:24+00:00,ImranKhanPTI,"I congratulate the nation &amp; ppl of Balochistan on successful agreement with Barrick Gold for development of RekoDiq mine after 10 years of legal battles &amp; negotiations. Penalty of approx $ 11 bn is off set, $10 bn will be invested in Balochistan creating 8000 new jobs."
2022-03-20 05:22:42+00:00,ImranKhanPTI,Want all records to be broken of public attendance to fight for the soul of Pakistan. We stand with what is right and condemn such shameless buying of politicians' souls by political mafias to protect their looted wealth.
2022-03-19 08:25:43+00:00,ImranKhanPTI,"Timely actions to contain current account deficit bear fruit.Deficit shrank to only $0.5bn in Feb,$2bn lower than in Jan &amp; lowest monthly deficit so far this fiscal yr.Exports close to all-time high &amp; imports down 21% from their peak &amp; strong growth in large scale manufacturing."
2022-03-18 06:51:01+00:00,ImranKhanPTI,"Wishing all our Hindu community a very happy Holi, the festival of colours."
2022-03-18 06:00:58+00:00,ImranKhanPTI,Shab-e-Barat Mubarak to the nation &amp; the Muslim Ummah. May Allah Almighty have mercy on us and bring us peace and prosperity. Ameen!
2022-03-17 06:39:10+00:00,ImranKhanPTI,Unfortunately I could not watch this match as I am fighting on another front against match fixing where huge amounts of money are being used to lure my players!
2022-03-17 06:39:10+00:00,ImranKhanPTI,"Congratulations to Babar Azam for leading the Pak team in a tremendous fightback with a superb captain's inning &amp; world class batting display; &amp; congratulations to the rest of the team too in the way they fought back, especially Rizwan &amp; Shafique."
2022-03-17 03:21:11+00:00,ImranKhanPTI,I congratulate H.E Mr. Yoon Suk-yeol on his election as the President of the Republic of Korea. I look forward to working with him to further strengthen bilateral relations between Pakistan and the Republic of Korea.
2022-03-15 15:21:33+00:00,ImranKhanPTI,"Today UN has finally recognised the grave challenge confronting the world: of Islamophobia, respect for religious symbols &amp; practices &amp; of curtailing systematic hate speech &amp; discrimination against Muslims. Next challenge is to ensure implementation of this landmark resolution."
2022-03-15 15:21:31+00:00,ImranKhanPTI,"I want to congratulate the Muslim Ummah today as our voice against the rising tide of Islamophobia has been heard &amp; the UN has adopted a landmark resolution introduced by Pakistan, on behalf of OIC, designating 15 March as International Day to Combat Islamophobia."
2022-03-15 05:03:33+00:00,ImranKhanPTI,Saddened to learn of the passing of Bilal Sahil last night. He was a dedicated PTI worker &amp; our PTI Peshawar Twitter lead who worked tirelessly despite his physical disabilities &amp; failing health. My condolences &amp; prayers go to his family.
2022-03-08 11:31:25+00:00,ImranKhanPTI,"Acc to OICCI, in 2021, 68% viewed accelerating growth in their businesses in the next 2-3 years vs only 27% in 2019.
Given the significant improvement in business climate, they want to conduct international road shows to showcase the opportunities in Pakistan."
2022-03-08 11:31:24+00:00,ImranKhanPTI,The OICCI expressed full satisfaction over the country's progress under our govt. They believe Pakistan is better than 6 out of 10 regional countries in 2021 verses 3 out of 10 in 2019.
2022-03-07 13:29:30+00:00,ImranKhanPTI,I emphasized the importance of humanitarian relief &amp; reiterated call for a solution through dialogue &amp; diplomacy. We agreed that countries like Pakistan could play a facilitating role in this endeavour. I look forward to close engagement to promote shared objectives.
2022-03-05 09:18:48+00:00,ImranKhanPTI,"Saddened to learn of the sudden passing of cricketer Shane Warne, a bowling genius who took the art of leg spin to new heights. He will be missed across the cricketing world."
2022-03-04 17:56:22+00:00,ImranKhanPTI,My deepest condolences go to the victims' families &amp; prayers for the recovery of the injured. I have asked CM KP to personally visit the families &amp; look after their needs.
2022-03-04 17:56:21+00:00,ImranKhanPTI,Have personally been monitoring operations &amp; coordinating with CTD &amp; Agencies in the wake of the cowardly terrorist attack on Peshawar Imambargah. We now have all info regarding origins of where the terrorists came from &amp; are going after them with full force.
2022-03-04 09:04:13+00:00,ImranKhanPTI,Saddened to learn of the passing of Rodney Marsh who was Australia's legendary wicket keeper. During my cricketing career I remember him being not just a great cricketer but one who was respected by both his own team and his opponents.
2022-03-04 09:03:26+00:00,ImranKhanPTI,I welcome the Australian cricket team to Pakistan after an absence of  24 yrs. Pakistan's cricket lovers have always had great respect &amp; admiration for Australian cricket &amp; we are all looking forward to a highly competitive &amp; interesting series. Good luck to both teams.
2022-03-02 05:45:37+00:00,ImranKhanPTI,"FBR has successfully knocked down Feb revenue target of Rs. 441 billion, posting robust growth of 28.5 percent, and up to the month growth of over 30 percent. Because of this performance of FBR we are able to subsidise petrol, diesel and electricity and give relief to our people."
2022-03-02 05:38:50+00:00,ImranKhanPTI,"To facilitate our citizens NADRA has expanded its outreach by opening 88  new registration centres including in tehsils where no centre existed before. The spread of the new centres: Balochistan 13, Sindh 23, KPK 16, GB 11, Punjab 11, AJK 12 &amp; 1 each in Islamabad &amp; Rawalpindi"
2022-02-27 06:28:25+00:00,ImranKhanPTI,We are resolute &amp; unwavering in our commitment to the security of our country and our nation.
2022-02-27 06:28:24+00:00,ImranKhanPTI,"I have always believed in conflict resolution through dialogue &amp; diplomacy. That should never be taken as a sign of weakness. As we showed India on 27Feb2019, when it chose to attack us, our armed forces backed by the nation will respond to mly aggression &amp; prevail at all levels."
2022-02-22 03:36:43+00:00,ImranKhanPTI,"On the historic Founding Day of Kingdom of Saudi Arabia, I extend our heartiest greetings to the Custodian of the Two Holy Mosques, HM King Salman bin Abdulaziz; HRH Crown Prince Mohammed Bin Salman; &amp; brotherly people of the Kingdom. May our two countries &amp; our people prosper."
2022-02-18 09:25:49+00:00,ImranKhanPTI,"Peshawar BRT has revolutionised public transport system in the city &amp; since the start of its operations in Aug 2020 more than 71 million people have travelled in it. Over 250,000 commuters ride it on daily basis out of which 20% are women &amp; 60% are from low-income groups."
2022-02-18 09:23:36+00:00,ImranKhanPTI,Yesterday we launched a dedicated Scholarship Complaint Portal under umbrella of PM Portal. This will ensure coordinated &amp; timely resolution of students complaints. During CFY 2.6mn scholarships are being awarded to talented &amp; deserving students across Pak amounting to Rs. 28.3bn
2022-02-16 06:30:58+00:00,ImranKhanPTI,"Saddened to learn of the passing of Ghulam Akbar, a media veteran who was a man of strong convictions and principles. My condolences and prayers go to his family."
2022-02-13 06:53:42+00:00,ImranKhanPTI,We have zero tolerance for anyone taking the law into their own hands &amp; mob lynchings will be dealt with full severity of the law. Have asked Punjab IG for report on action taken against perpetrators of the lynching in MIan Channu &amp; against the police who failed in their duty.
2022-02-06 13:38:31+00:00,ImranKhanPTI,With the death of Lata Mangeshkar the subcontinent has lost one of the truly great singers the world has known. Listening to her songs has given so much pleasure to so many people all over the world.
2022-02-05 14:20:47+00:00,ImranKhanPTI,"I just learnt that my brother Recep Tayyip Erdogan, President of Turkey and Madame Emine Erdogan tested positive for Covid-19 Omicron. On behalf of our government, the people of Pakistan and on my own behalf I wish them a swift and complete recovery."
2022-02-05 03:44:05+00:00,ImranKhanPTI,Pakistan stands united with our Kashmiri brothers &amp; sisters and committed to their legitimate struggle for self-determination. Modi’s fascist policies of oppression &amp; violence have failed to crush the spirit of the Kashmiri resistance in IIOJK.
2022-02-03 04:50:29+00:00,ImranKhanPTI,"We salute our brave security forces who repulsed terrorist attacks against security forces' camps in Panjgur &amp; Naushki, Balochistan. The nation stands united behind our security forces who continue to give great sacrifices to protect us."
2022-01-30 08:27:39+00:00,ImranKhanPTI,I appreciate GO petroleum for responding to my call &amp; agreeing to give a 50% salary increase to their employees. I am urging other companies to follow this example.
2022-01-30 06:46:08+00:00,ImranKhanPTI,I welcome Prime Minister @JustinTrudeau's unequivocal condemnation of #Islamophobia &amp; his plan to appoint a Special Representative to combat this contemporary scourge. His timely call to action resonates with what I have long argued. Let us join hands to put an end to this menace
2022-01-29 10:11:11+00:00,ImranKhanPTI,"I appreciate Serene Air's AVM Safdar(R) for responding to my call &amp; announcing pay rise of 44% for low paid employees &amp; 15-25% for other employees. I urge the top 100 corporations in Pak, who made record profits of Rs.950 bn in the last yr, to also raise their employees salaries."
2022-01-28 04:09:45+00:00,ImranKhanPTI,Our brave soldiers continue to lay down their lives to keep us safe from terrorists. I salute the 10 martyred soldiers who repulsed a terrorist fire raid on checkpost in Kech Balochistan. We are resolute in our commitment to rid Pakistan of all forms of terrorism.
2022-01-27 08:09:38+00:00,ImranKhanPTI,"I have taken note of the violence used by Sindh police against MQM's peaceful protest against Sindh's LG law, &amp; have called for a report from Interior Ministry, Sindh CS &amp; Sindh IG. Will take necessary action against those responsible after receiving these reports."
2022-01-26 09:31:03+00:00,ImranKhanPTI,My prayers and good wishes go to my friend Dr Mahathir Mohamad for his speedy recovery.
2022-01-24 09:49:56+00:00,ImranKhanPTI,I want to congratulate Justice Ayesha Malik on becoming the first woman judge of the Supreme Court. I wish her all the best.
2022-01-23 13:17:57+00:00,ImranKhanPTI,Concerned to hear that the President of Maldives Ibrahim Mohamed Solih tested Covid positive. My prayers for your speedy recovery &amp; good health.
2022-01-18 04:48:17+00:00,ImranKhanPTI,"I want to appreciate the Sialkot business community for transferring $ 100,000 to account of Priyantha Kumara's widow &amp; Rajco Industries for transferring monthly salary of $ 2000  to her account - which they will do for 10 yrs."
2022-01-17 09:07:06+00:00,ImranKhanPTI,We also discussed ways to move forward on trade and other mutually beneficial cooperation between our two countries. We invited each other to visit our countries.
2022-01-17 09:07:06+00:00,ImranKhanPTI,Just spoke to President Putin primarily to express my appreciation for his emphatic statement that freedom of speech could not be a pretext to abuse our Prophet PBUH. He is the first Western leader to show empathy &amp; sensitivity to Muslim sentiment for their beloved Prophet PBUH
2022-01-11 15:08:35+00:00,ImranKhanPTI,Historic dev &amp; good news on Diamer Bhasha Dam. Grand Jirga of Diamer &amp; Upper Kohistan elders have settled decade old Thor &amp; Harban tribes' dispute. This will allow smooth &amp; timely completion of Dam as well as pave way for settlement of boundary dispute between GB &amp; KP.
2022-01-10 13:10:59+00:00,ImranKhanPTI,"Private sector credit offtake of Rs. 1,138 billion in the calendar year 2021, is the highest in last 10 years. It shows increasing private sector confidence and investment and a strong growth momentum in the economy."
2022-01-10 06:39:49+00:00,ImranKhanPTI,"Under the extremist ideology of the BJP Modi govt, all religious minorities in India have been targeted with impunity by Hindutva groups. The extremist agenda of the Modi govt is a real and present threat to peace in our region."
2022-01-10 06:39:48+00:00,ImranKhanPTI,"The continuing silence of Modi govt on the call at an extremist Hindutva summit in Dec for genocide of minorities in India, especially the 200 mn Muslim community, begs the question whether the BJP govt supports this call. It is high time international community took note &amp; acted"
2022-01-08 09:49:44+00:00,ImranKhanPTI,Shocked &amp; upset at tragic deaths of tourists on road to Murree.  Unprecedented snowfall &amp; rush of ppl proceeding without checking weather conditions caught district admin unprepared. Have ordered inquiry &amp; putting in place strong regulation to ensure prevention of such tragedies.
2022-01-05 07:33:34+00:00,ImranKhanPTI,I look forward to seeing similar ECP scrutiny on funding of 2 other major pol parties - PPP &amp; PMLN. This will allow nation to see difference between proper pol fundraising &amp; extortion of money from crony capitalists &amp; vested interests in exchange for favours at nation's expense.
2022-01-05 07:33:34+00:00,ImranKhanPTI,I welcome ECP's scrutiny of PTI's funding through donations from Overseas Pakistanis. The more our accounts are scrutinised the more factual clarity will emerge for nation to see how PTI is the only political party with proper donor base premised on proper political fundraising.
2022-01-05 03:12:37+00:00,ImranKhanPTI,"The int community, esp the UN, must take action on India's war crimes &amp; crimes against humanity in IIOJK as Kashmiris continue to reject &amp; resist Indian Occupation &amp; oppression. Pakistan remains steadfast in its commitment to the just Kashmiri struggle for self determination."
2022-01-05 03:12:36+00:00,ImranKhanPTI,"The UNSC commitment of a UN-supervised plebiscite in Kashmir remains unfulfilled as the Hindutva Modi govt brazenly violates UNSC resolutions, int humanitarian laws &amp; int conventions incl 4th Geneva Convention; &amp; commits war crimes by seeking to alter status &amp; demography of IIOJK"
2021-12-31 12:26:12+00:00,ImranKhanPTI,"I want to thank the tireless &amp; coordinated work done by the NCOC, federal &amp; provincial administrations &amp; health teams to ensure success of our govt's vaccination prog."
2021-12-31 12:26:11+00:00,ImranKhanPTI,We have completed our target of fully vaccinating 7 crore of our people by end of 2021.  To achieve this our federal govt alone procured vaccines worth almost Rs 250 bn. &amp; provided free vaccines to citizens in all the provinces.
2021-12-29 18:04:42+00:00,ImranKhanPTI,"In line with my govt's vision for uplift of smaller provinces, I have decided our fed govt will bear all the financial burden for Reko Diq &amp; it's development on behalf of Govt of Balochistan. This will help usher in an era of prosperity for the people &amp; province of Balochistan."
2021-12-26 15:11:51+00:00,ImranKhanPTI,"My deepest condolences on the passing of Archbishop Desmond Tutu, Nobel Laureate, close confidant of Nelson Mandela, an icon of anti-apartheid struggle &amp; champion of human rights. His critical role in liberation &amp; national reconciliation are an inspiration for future generations."
2021-12-25 02:57:19+00:00,ImranKhanPTI,Wishing all our Christian citizens a very Happy Christmas.
2021-12-22 07:37:05+00:00,ImranKhanPTI,"Amidst the noise over KP LG elec, no one realises these elections are start of modern, devolved LG system as exists in successful democracies. Directly elected Tehsil nazims will improve governance &amp; create future ldrs. Ist time in our 74-yr history we have an empowered LG system"
2021-12-21 04:57:08+00:00,ImranKhanPTI,PTI made mistakes in 1st phase of KP LG elections &amp; paid the price. Wrong candidate selection was a major cause. From now on I will personally be overseeing PTI's LG election strategy in 2nd phase of KP LG elections &amp; LG elections across Pak. InshaAllah PTI will come out stronger
2021-12-18 15:00:55+00:00,ImranKhanPTI,I look forward to speaking at the Conference. #OICInPakistan #OIC4Afg
2021-12-18 15:00:55+00:00,ImranKhanPTI,"I welcome delegations from OIC mbr states, observers, friends, partners &amp; int orgs to Pakistan. The extraordinary session of OIC CFMs is an expression of solidarity with the Afghan ppl &amp; to focus our collective energies on addressing the dire humanitarian situation in Afghanistan"
2021-12-18 14:34:36+00:00,ImranKhanPTI,"My heartfelt prayers &amp; condolences go to all the families of victims of the twin blasts at Sher Shah Paracha Chowk, Karachi. I am especially saddened to hear of the loss of our MNA Alamgir Khan’s father who also perished in the blast. May Allah give him strength to bear this loss"
2021-12-16 06:29:46+00:00,ImranKhanPTI,"Dec 16, 2014, terrorists attacked &amp; martyred over 140 ppl incl 132 children in APS,Peshawar. Pak has successfully defeated terrorism.I reiterate we will never let down the survivors &amp; parents of our martyred children.There is zero tolerance for violence &amp; those using it as a tool"
2021-12-12 06:09:19+00:00,ImranKhanPTI,I have taken notice of the very legitimate demands of the hardworking fishermen of Gwadar. Will be taking strong action against illegal fishing by trawlers &amp; will also speak to CM Balochistan.
2021-12-09 10:22:40+00:00,ImranKhanPTI,Heartiest Congratulations to President Adama Barrow @BarrowPresident on impressive victory in Presidential elections. People of brotherly Gambia have again reposed their trust in his able leadership. I look forward to continuing the productive engagement between 🇵🇰 &amp; 🇬🇲.
2021-12-08 11:18:02+00:00,ImranKhanPTI,"Saddened to learn of the passing of Dr Abol Hassan, one of PTI's early mbrs who made valuable contributions towards our Party organisation. My condolences and prayers go to his family."
2021-12-08 11:01:56+00:00,ImranKhanPTI,Warm felicitations to @OlafScholz on assuming the Office of the Chancellor. I look forward to working with Chancellor Scholz on further deepening and strengthening the long-standing multifaceted partnership between Pakistan &amp; Germany.
2021-12-08 04:33:12+00:00,ImranKhanPTI,We are reforming our sports structure and making more sports grounds so we can make Pakistan a great sporting nation.
2021-12-05 13:20:59+00:00,ImranKhanPTI,On behalf of the nation I want to salute moral courage &amp; bravery of Malik Adnan who tried his utmost to shelter &amp; save Priyantha Diyawadana from the vigilante mob in Sialkot incl endangering his own life by physically trying to shield  victim. We will award him Tamgha i Shujaat
2021-12-04 12:47:12+00:00,ImranKhanPTI,Spoke to Sri Lankan President Gotabaya Rajapaksa today in UAE to convey our nation's anger &amp; shame to people of Sri Lanka at vigilante killing of Priyantha Diyawadana in Sialkot. I informed him 100+ ppl arrested &amp; assured him they would be prosecuted with full severity of the law
2021-12-03 14:05:29+00:00,ImranKhanPTI,The horrific vigilante attack on factory in Sialkot &amp; the burning alive of Sri Lankan manager is a day of shame for Pakistan. I am overseeing the investigations &amp; let there be no mistake all those responsible will be punished with full severity of the law. Arrests are in progress
2021-11-21 11:37:45+00:00,ImranKhanPTI,With this accurate digital record we will now take action against these land mafias &amp; their facilitators.
2021-11-21 11:37:44+00:00,ImranKhanPTI,The most shocking facts to come out are: 1. The huge total value of all encroached state &amp; 3 major cities land - approx Rs 5595 bn; 2. The approx value of encroached forest land - Rs 1869 bn. This has aggravated Pak's existing lack of sufficient forest cover.
2021-11-19 03:15:16+00:00,ImranKhanPTI,"Wishing 552nd Guru Nanak Dev Ji Jayanti to all Sikhs around the world. On this auspicious occasion, we welcome thousands of Sikhs to visit their religious sites in Pakistan. I reiterate my govt’s commitment to continue facilitating them to perform their religious rituals."
